case_ref,fraud_type,category,is_scam,channel_name,sub_scenario,detection_method,case_owner_team,case_status,fraud_start_ts,fraud_date,detection_ts,customer_report_ts,resolution_ts,amount_attempted,amount_lost,amount_recovered,net_loss,recovery_rate,transaction_count,reimbursed_flag,provisional_credit_flag,cross_border_flag,detect_lag_hours,report_lag_hours,resolution_days,report_lag_band,product_name,balance_band,zelle_enabled,account_status,customer_ref,age_band,segment,state,city,tenure_years,digital_enrolled,prior_fraud_claims
FRD000003981,Phishing/Smishing,Unauthorized,1,"Online Banking","credential harvest","Rules Engine","Fraud Ops",Closed-Confirmed,"2024-06-16 23:22:11",2024-06-16,"2024-06-20 13:58:39",NULL,"2024-08-02 01:45:29",981.46,981.46,521.51,459.95,0.5314,1,1,0,0,86,NULL,46,"Never Reported","Total Checking",$1K-5K,1,active,CUS0002009,35-44,"Consumer Banking",KS,Topeka,8.3,1,0
FRD000004281,Phishing/Smishing,Unauthorized,1,"Online Banking","QR code","Customer Reported","Fraud Ops",Closed-Confirmed,"2024-10-04 18:54:23",2024-10-04,"2024-10-07 02:53:29","2024-10-07 10:00:14","2024-10-19 22:15:16",4571.25,4571.25,2129.76,2441.49,0.4659,3,1,0,0,55,63,15,"2. 24-72h","Sapphire Preferred",$5K-25K,0,active,CUS0001802,45-54,"Consumer Banking",MI,Lansing,1.0,1,0
FRD000007372,"Zelle/P2P Scam",Authorized,1,"Online Banking","rental deposit","Customer Reported",Claims,Closed-Confirmed,"2024-12-21 01:31:32",2024-12-21,"2024-12-21 07:02:39","2024-12-21 10:58:06","2025-01-06 21:24:07",767.40,767.40,74.63,692.77,0.0973,1,0,0,0,5,9,16,"1. <24h","Freedom Unlimited",$1K-5K,0,active,CUS0002983,55-64,"Consumer Banking",FL,Tampa,4.1,1,0
FRD000000704,Card-Not-Present,Unauthorized,0,"Online Banking","card testing","Merchant Alert","Card Services","Closed-No Fraud","2025-08-03 06:46:28",2025-08-03,"2025-08-03 16:41:27",NULL,"2025-08-08 08:25:12",113.75,0.00,0.00,0.00,NULL,3,0,0,0,9,NULL,5,"Never Reported","Premier Savings",<$1K,1,closed,CUS0002766,55-64,"Consumer Banking",FL,Tampa,5.5,0,0
FRD000009717,"Tech Support/Impersonation",Authorized,1,"Online Banking","refund overpayment","Customer Reported",Claims,Closed-Confirmed,"2025-08-23 12:10:39",2025-08-23,"2025-08-26 05:05:50","2025-08-26 12:47:08","2025-09-03 19:54:01",2473.40,1892.49,515.85,1376.64,0.2726,2,0,0,1,64,72,11,"3. 3-7d","Sapphire Preferred",<$1K,0,active,CUS0001042,45-54,"Consumer Banking",CA,"San Francisco",5.8,0,0
FRD000008288,"Business Email Compromise",Authorized,1,"Online Banking","closing wire redirect","Customer Reported","Wire Recall",Closed-Confirmed,"2026-05-22 10:12:08",2026-05-22,"2026-05-24 08:40:36","2026-05-24 15:33:23","2026-06-30 18:57:44",31154.91,31154.91,9808.73,21346.18,0.3148,1,0,0,1,46,53,39,"2. 24-72h","Total Checking",$1K-5K,1,active,CUS0000705,25-34,"Consumer Banking",CA,"Los Angeles",4.1,0,0
FRD000009167,"Identity Theft/Synthetic",Unauthorized,0,"Online Banking",bust-out,"Statement Review","Fraud Ops",Closed-Confirmed,"2024-01-13 12:23:37",2024-01-13,"2024-06-07 11:26:24","2024-06-13 21:02:23","2024-07-01 06:59:17",8515.06,8515.06,1491.65,7023.41,0.1752,5,1,0,0,3503,3656,169,"4. 7d+","Auto Loan",<$1K,0,closed,CUS0002358,65+,"Consumer Banking",MA,Boston,15.1,0,0
FRD000006399,"Zelle/P2P Scam",Authorized,1,"Online Banking","rental deposit","Customer Reported",Claims,Closed-Confirmed,"2024-12-06 22:51:28",2024-12-06,"2024-12-07 04:18:39","2024-12-07 10:36:06","2024-12-18 23:57:34",205.45,121.32,17.04,104.28,0.1405,1,0,0,0,5,11,12,"1. <24h","Sapphire Preferred",$1K-5K,0,active,CUS0001804,65+,"Consumer Banking",CA,"San Diego",11.9,1,0
FRD000008520,"Identity Theft/Synthetic",Unauthorized,0,"Online Banking","stolen SSN","ML Model","Fraud Ops",Closed-Confirmed,"2024-11-04 08:25:00",2024-11-04,"2025-01-11 11:04:26",NULL,"2025-01-27 02:34:44",33616.88,33616.88,8127.89,25488.99,0.2418,1,1,0,0,1634,NULL,83,"Never Reported","Private Client Savings",$1K-5K,1,active,CUS0000588,65+,"Private Client Banking",MI,Detroit,0.8,1,0
FRD000001875,Card-Not-Present,Unauthorized,0,"Online Banking","subscription abuse","ML Model","Card Services",Closed-Confirmed,"2026-06-05 22:38:56",2026-06-05,"2026-06-07 00:08:49",NULL,"2026-06-10 19:16:07",144.45,144.45,144.45,0.00,1.0000,3,1,0,0,25,NULL,4,"Never Reported","Sapphire Preferred",$25K-100K,0,closed,CUS0000617,25-34,"Consumer Banking",KS,Topeka,2.4,1,0
FRD000008333,"Business Email Compromise",Authorized,1,"Online Banking","payroll diversion","Customer Reported","Wire Recall",Closed-Confirmed,"2024-09-11 22:13:22",2024-09-11,"2024-09-13 02:56:12","2024-09-13 15:22:00","2024-09-24 20:52:08",420261.90,420261.90,168083.08,252178.82,0.3999,1,0,0,1,28,41,12,"2. 24-72h","Sapphire Preferred",$1K-5K,0,active,CUS0001435,18-24,"Consumer Banking",NJ,Newark,6.0,1,2
FRD000009651,"Tech Support/Impersonation",Authorized,1,"Online Banking","fake antivirus","Rules Engine",Claims,"Under Review","2026-01-11 16:47:50",2026-01-11,"2026-01-13 05:48:25",NULL,NULL,4774.82,4774.82,1373.80,3401.02,0.2877,2,0,0,0,37,NULL,NULL,"Never Reported","Total Checking",$5K-25K,1,active,CUS0000612,18-24,"Consumer Banking",KS,"Overland Park",2.6,1,0
FRD000005786,"Account Takeover",Unauthorized,0,"Online Banking","credential stuffing","ML Model","Fraud Ops",Open,"2026-02-23 06:36:03",2026-02-23,"2026-02-26 17:20:11",NULL,NULL,6701.83,6701.83,2843.49,3858.34,0.4243,4,1,0,0,82,NULL,NULL,"Never Reported","Sapphire Preferred",$1K-5K,0,active,CUS0000840,45-54,"Consumer Banking",FL,Orlando,1.1,0,0
FRD000000157,Card-Not-Present,Unauthorized,0,"Online Banking","subscription abuse","Rules Engine","Card Services",Open,"2025-05-30 15:57:16",2025-05-30,"2025-05-31 10:21:18","2025-05-31 12:26:59",NULL,303.96,303.96,268.49,35.47,0.8833,1,1,1,0,18,20,NULL,"1. <24h","Sapphire Preferred",$1K-5K,0,active,CUS0001763,25-34,"Consumer Banking",NJ,"Jersey City",12.9,1,0
FRD000005409,"Account Takeover",Unauthorized,0,"Online Banking","credential stuffing","ML Model","Fraud Ops",Closed-Confirmed,"2024-09-04 03:41:14",2024-09-04,"2024-09-05 07:55:39","2024-09-05 22:17:24","2024-09-26 22:17:42",1713.78,1617.06,734.60,882.46,0.4543,5,1,1,0,28,42,22,"2. 24-72h","Sapphire Preferred",$5K-25K,0,active,CUS0001663,55-64,"Consumer Banking",MI,Detroit,3.6,1,0
FRD000002456,Card-Not-Present,Unauthorized,0,"Online Banking","online retail","Customer Reported","Card Services",Closed-Confirmed,"2024-02-10 14:29:10",2024-02-10,"2024-02-10 21:16:05","2024-02-11 09:30:49","2024-02-17 01:29:35",246.15,74.08,68.10,5.98,0.9193,2,1,0,0,6,19,6,"1. <24h","Premier Savings",$1K-5K,1,active,CUS0001133,45-54,"Consumer Banking",MA,Worcester,12.2,1,0
FRD000001704,Card-Not-Present,Unauthorized,0,"Online Banking","card testing","Customer Reported","Card Services","Under Review","2024-01-23 01:38:35",2024-01-23,"2024-01-23 01:44:07","2024-01-23 10:26:34",NULL,119.98,119.98,119.98,0.00,1.0000,2,1,1,0,0,8,NULL,"1. <24h","Auto Loan",<$1K,0,active,CUS0000605,45-54,"Consumer Banking",NJ,Newark,0.3,1,0
FRD000007126,"Zelle/P2P Scam",Authorized,1,"Online Banking","ticket resale","Customer Reported",Claims,Closed-Confirmed,"2024-12-09 16:39:44",2024-12-09,"2024-12-09 21:20:44","2024-12-10 09:27:52","2024-12-29 20:00:15",875.52,434.82,53.14,381.68,0.1222,2,0,0,0,4,16,20,"1. <24h","Total Checking",<$1K,1,active,CUS0000046,25-34,"Consumer Banking",FL,Orlando,3.6,1,0
FRD000008688,"Identity Theft/Synthetic",Unauthorized,0,"Online Banking","new account fraud","Customer Reported","Fraud Ops","Closed-No Fraud","2024-02-23 08:14:28",2024-02-23,"2024-05-25 16:52:18","2024-05-27 17:17:33","2024-05-30 02:38:24",5855.53,0.00,0.00,0.00,NULL,3,0,0,0,2216,2265,96,"4. 7d+","Business Platinum",<$1K,0,active,CUS0001772,55-64,"Financial Banking",KS,Wichita,3.6,1,0
FRD000007239,"Zelle/P2P Scam",Authorized,1,"Online Banking","utility impersonation","Customer Reported",Claims,Closed-Confirmed,"2024-08-12 22:40:34",2024-08-12,"2024-08-13 12:14:34","2024-08-13 20:38:36","2024-08-30 20:44:14",1237.52,1237.52,140.89,1096.63,0.1138,2,0,0,0,13,21,17,"1. <24h","Business Checking",$1K-5K,1,active,CUS0000786,25-34,"Financial Banking",CA,"San Francisco",12.7,0,0
FRD000006687,"Zelle/P2P Scam",Authorized,1,"Online Banking","rental deposit","Customer Reported",Claims,Closed-Confirmed,"2024-06-13 09:27:31",2024-06-13,"2024-06-13 16:58:34","2024-06-13 22:16:17","2024-07-06 09:50:25",1046.43,261.60,32.65,228.95,0.1248,2,0,0,0,7,12,23,"1. <24h","Auto Loan",<$1K,0,active,CUS0002156,25-34,"Consumer Banking",KS,Wichita,1.9,1,0
FRD000004752,Phishing/Smishing,Unauthorized,1,"Online Banking","QR code","Customer Reported","Fraud Ops",Closed-Confirmed,"2024-04-09 13:38:01",2024-04-09,"2024-04-11 23:11:13","2024-04-13 01:34:15","2024-04-22 21:36:47",1502.81,1502.81,905.03,597.78,0.6022,1,1,1,0,57,83,13,"3. 3-7d","Private Client Savings",<$1K,1,active,CUS0002041,25-34,"Private Client Banking",NY,Buffalo,7.5,1,0
FRD000000863,Card-Not-Present,Unauthorized,0,"Online Banking","digital wallet","Rules Engine","Card Services",Closed-Confirmed,"2025-03-08 06:13:54",2025-03-08,"2025-03-08 16:34:48","2025-03-09 04:56:36","2025-03-16 06:30:49",140.39,110.46,110.46,0.00,1.0000,1,1,1,1,10,22,8,"1. <24h","Total Checking",<$1K,1,active,CUS0001140,35-44,"Consumer Banking",CA,"Los Angeles",2.0,1,0
FRD000008461,"Identity Theft/Synthetic",Unauthorized,0,"Online Banking","stolen SSN","ML Model","Fraud Ops","Closed-No Fraud","2025-12-14 23:03:58",2025-12-14,"2026-04-21 21:06:47","2026-04-28 22:55:24","2026-04-30 00:37:00",3460.64,0.00,0.00,0.00,NULL,4,0,0,0,3070,3239,136,"4. 7d+","Sapphire Preferred",$1K-5K,0,active,CUS0000745,65+,"Consumer Banking",MA,Worcester,0.7,1,0
FRD000008260,"Business Email Compromise",Authorized,1,"Online Banking","vendor invoice redirect","Customer Reported","Wire Recall",Open,"2024-06-09 13:44:12",2024-06-09,"2024-06-13 01:58:01","2024-06-14 01:39:55",NULL,62129.71,8507.56,1903.23,6604.33,0.2237,1,0,0,0,84,107,NULL,"3. 3-7d","Auto Loan",<$1K,0,closed,CUS0000987,65+,"Consumer Banking",MA,Worcester,2.0,1,0
FRD000007107,"Zelle/P2P Scam",Authorized,1,"Online Banking","utility impersonation","Customer Reported",Claims,Closed-Confirmed,"2026-03-25 09:37:17",2026-03-25,"2026-03-25 12:00:29","2026-03-25 23:39:17","2026-05-05 03:37:39",1076.97,1076.97,100.43,976.54,0.0933,1,0,0,0,2,14,40,"1. <24h","Sapphire Preferred",$100K+,0,active,CUS0001399,25-34,"Consumer Banking",PA,Harrisburg,4.4,0,0
FRD000006213,"Zelle/P2P Scam",Authorized,1,"Online Banking","fake marketplace seller","Customer Reported",Claims,Closed-Confirmed,"2025-11-05 18:05:39",2025-11-05,"2025-11-06 00:40:10","2025-11-06 22:37:28","2025-11-17 10:07:25",720.79,720.79,80.00,640.79,0.1110,3,0,0,0,6,28,11,"2. 24-72h","Business Checking",<$1K,1,active,CUS0001365,55-64,"Financial Banking",MI,"Grand Rapids",3.0,1,0
FRD000008149,"Business Email Compromise",Authorized,1,"Online Banking","CEO impersonation","Customer Reported","Wire Recall",Closed-Confirmed,"2024-01-13 19:52:04",2024-01-13,"2024-01-17 03:12:51","2024-01-17 15:00:15","2024-02-02 02:01:35",355331.85,355331.85,126071.71,229260.14,0.3548,1,0,0,0,79,91,19,"3. 3-7d","Sapphire Preferred",<$1K,0,active,CUS0002694,45-54,"Consumer Banking",TX,Dallas,6.1,1,0
FRD000006584,"Zelle/P2P Scam",Authorized,1,"Online Banking","rental deposit","Customer Reported",Claims,Closed-Confirmed,"2024-01-01 18:48:10",2024-01-01,"2024-01-02 12:53:46","2024-01-02 13:54:43","2024-01-26 03:54:42",1242.76,1242.76,137.49,1105.27,0.1106,1,1,0,0,18,19,24,"1. <24h","Premier Savings",$1K-5K,1,active,CUS0001080,25-34,"Consumer Banking",KS,Wichita,2.4,1,0
FRD000006001,"Zelle/P2P Scam",Authorized,1,"Online Banking","fake marketplace seller","Customer Reported",Claims,"Closed-No Fraud","2024-11-04 02:47:53",2024-11-04,"2024-11-04 05:31:56","2024-11-04 07:12:38","2024-11-15 07:05:39",351.84,0.00,0.00,0.00,NULL,2,0,0,0,2,4,11,"1. <24h","Premier Savings",$5K-25K,1,active,CUS0002050,65+,"Consumer Banking",NY,Buffalo,1.1,1,0
FRD000007176,"Zelle/P2P Scam",Authorized,1,"Online Banking","fake marketplace seller","Customer Reported",Claims,Closed-Confirmed,"2026-05-14 16:17:53",2026-05-14,"2026-05-15 10:24:26","2026-05-15 14:37:37","2026-06-11 18:15:26",413.25,328.92,37.35,291.57,0.1136,1,0,0,0,18,22,28,"1. <24h","Auto Loan",$5K-25K,0,closed,CUS0001574,55-64,"Consumer Banking",NY,Buffalo,5.1,0,0
FRD000008528,"Identity Theft/Synthetic",Unauthorized,0,"Online Banking","stolen SSN","ML Model","Fraud Ops","Under Review","2026-02-10 13:44:04",2026-02-10,"2026-03-16 23:16:31","2026-03-27 16:42:17",NULL,24511.35,24511.35,3667.09,20844.26,0.1496,2,1,0,0,825,1082,NULL,"4. 7d+","Sapphire Preferred",$25K-100K,0,active,CUS0000136,45-54,"Consumer Banking",CA,"Los Angeles",0.3,1,2
FRD000000826,Card-Not-Present,Unauthorized,0,"Online Banking","online retail","ML Model","Card Services",Closed-Confirmed,"2025-02-19 20:20:34",2025-02-19,"2025-02-19 21:46:07","2025-02-20 01:08:42","2025-02-28 22:31:42",258.43,258.43,258.43,0.00,1.0000,2,1,1,0,1,4,9,"1. <24h","Auto Loan",<$1K,0,active,CUS0000403,45-54,"Consumer Banking",NY,Buffalo,0.3,1,1
FRD000009897,"Tech Support/Impersonation",Authorized,1,"Online Banking","fake antivirus","Rules Engine",Claims,Closed-Confirmed,"2024-08-28 06:46:29",2024-08-28,"2024-08-30 12:16:26","2024-08-30 17:31:57","2024-09-11 07:16:25",3120.52,3120.52,683.16,2437.36,0.2189,1,0,0,1,53,58,14,"2. 24-72h","Sapphire Preferred",$1K-5K,0,closed,CUS0000069,35-44,"Consumer Banking",MI,"Grand Rapids",3.2,1,0
FRD000006229,"Zelle/P2P Scam",Authorized,1,"Online Banking","fake marketplace seller","Customer Reported",Claims,"Under Review","2024-04-17 23:28:59",2024-04-17,"2024-04-18 09:53:53","2024-04-18 22:47:59",NULL,1547.96,1547.96,150.97,1396.99,0.0975,1,0,0,0,10,23,NULL,"1. <24h","Total Checking",$5K-25K,1,active,CUS0002434,25-34,"Consumer Banking",MA,Worcester,1.5,1,0
FRD000005225,"Account Takeover",Unauthorized,0,"Online Banking","session hijack","ML Model","Fraud Ops",Closed-Confirmed,"2026-01-24 19:45:21",2026-01-24,"2026-01-28 14:56:06","2026-01-29 18:54:38","2026-02-14 11:20:10",6336.75,6336.75,2778.21,3558.54,0.4384,6,1,1,0,91,119,20,"3. 3-7d","Sapphire Preferred",$1K-5K,0,active,CUS0002136,25-34,"Consumer Banking",KS,Wichita,3.3,1,1
FRD000005954,"Zelle/P2P Scam",Authorized,1,"Online Banking","ticket resale","Customer Reported",Claims,Closed-Confirmed,"2025-01-27 15:08:52",2025-01-27,"2025-01-27 18:42:16","2025-01-28 03:15:49","2025-01-30 14:22:30",589.42,589.42,71.98,517.44,0.1221,1,0,0,0,3,12,2,"1. <24h","Financial Investment Account",<$1K,0,closed,CUS0001932,55-64,"Private Client Banking",KS,"Overland Park",6.9,1,2
FRD000005240,"Account Takeover",Unauthorized,0,"Online Banking","session hijack","ML Model","Fraud Ops",Closed-Confirmed,"2025-10-06 20:08:49",2025-10-06,"2025-10-07 12:29:13","2025-10-08 07:57:18","2025-11-18 04:23:11",368.65,368.65,170.26,198.39,0.4618,4,1,1,0,16,35,42,"2. 24-72h","Private Client Savings",$1K-5K,1,active,CUS0001120,45-54,"Private Client Banking",KS,"Overland Park",3.5,1,0
FRD000002751,Card-Not-Present,Unauthorized,0,"Online Banking","card testing","ML Model","Card Services",Closed-Confirmed,"2025-05-06 16:27:14",2025-05-06,"2025-05-07 04:55:23","2025-05-07 09:38:53","2025-05-14 02:36:59",41.87,41.87,28.81,13.06,0.6881,2,1,1,0,12,17,7,"1. <24h","Total Checking",$1K-5K,1,active,CUS0002709,35-44,"Consumer Banking",KS,Wichita,1.2,1,0
FRD000009741,"Tech Support/Impersonation",Authorized,1,"Online Banking","fake antivirus","Customer Reported",Claims,Closed-Confirmed,"2025-04-28 20:53:18",2025-04-28,"2025-04-29 12:59:17","2025-04-29 21:17:59","2025-05-18 00:22:37",33608.49,23985.87,6605.50,17380.37,0.2754,1,0,0,0,16,24,19,"2. 24-72h","Auto Loan",$5K-25K,0,active,CUS0002959,35-44,"Consumer Banking",NJ,"Jersey City",0.1,1,0
FRD000006551,"Zelle/P2P Scam",Authorized,1,"Online Banking","fake marketplace seller","Rules Engine",Claims,Closed-Confirmed,"2026-01-19 09:20:01",2026-01-19,"2026-01-19 14:30:22","2026-01-19 20:27:06","2026-01-31 21:03:48",893.57,893.57,100.80,792.77,0.1128,1,0,0,0,5,11,12,"1. <24h","Auto Loan",$1K-5K,0,closed,CUS0001152,45-54,"Consumer Banking",TX,Austin,8.6,1,1
FRD000006846,"Zelle/P2P Scam",Authorized,1,"Online Banking","rental deposit","Customer Reported",Claims,Closed-Confirmed,"2024-09-08 21:43:02",2024-09-08,"2024-09-09 09:01:32","2024-09-09 10:02:39","2024-10-20 11:09:44",1034.47,1034.47,110.88,923.59,0.1072,1,1,0,0,11,12,41,"1. <24h","Sapphire Preferred",<$1K,0,active,CUS0001473,18-24,"Consumer Banking",NJ,Newark,4.0,1,1
FRD000007235,"Zelle/P2P Scam",Authorized,1,"Online Banking","rental deposit","Customer Reported",Claims,"Closed-No Fraud","2024-11-10 17:22:56",2024-11-10,"2024-11-10 21:52:48","2024-11-11 01:59:54","2024-11-22 08:04:03",956.97,0.00,0.00,0.00,NULL,1,0,0,0,4,8,11,"1. <24h","Private Client Checking",<$1K,1,active,CUS0002874,65+,"Private Client Banking",KS,Wichita,1.3,1,0
FRD000004111,Phishing/Smishing,Unauthorized,1,"Online Banking","SMS link","Customer Reported","Fraud Ops",Closed-Confirmed,"2026-05-03 12:03:14",2026-05-03,"2026-05-05 13:40:13","2026-05-06 15:30:35","2026-05-31 18:41:33",1992.21,1992.21,1241.33,750.88,0.6231,1,1,1,0,49,75,28,"3. 3-7d","Sapphire Preferred",$5K-25K,0,closed,CUS0002126,45-54,"Consumer Banking",CA,"San Francisco",32.8,1,0
FRD000005690,"Account Takeover",Unauthorized,0,"Online Banking","session hijack","ML Model","Fraud Ops",Closed-Confirmed,"2025-03-25 05:43:33",2025-03-25,"2025-03-28 06:28:59","2025-03-29 15:26:39","2025-05-17 19:39:42",2666.24,1831.39,618.53,1212.86,0.3377,6,1,0,0,72,105,53,"3. 3-7d","Business Platinum",<$1K,0,active,CUS0001402,35-44,"Financial Banking",FL,Tampa,5.0,1,0
FRD000004168,Phishing/Smishing,Unauthorized,1,"Online Banking","fake login page","Customer Reported","Fraud Ops",Closed-Confirmed,"2026-05-26 06:38:28",2026-05-26,"2026-05-27 15:00:13","2026-05-28 20:45:33","2026-06-13 13:45:58",1050.64,779.96,439.41,340.55,0.5634,1,1,1,0,32,62,18,"2. 24-72h","Sapphire Preferred",<$1K,0,active,CUS0002221,35-44,"Consumer Banking",CA,"Los Angeles",0.6,1,0
FRD000005068,"Account Takeover",Unauthorized,0,"Online Banking","password reset abuse","Customer Reported","Fraud Ops",Closed-Confirmed,"2026-05-05 06:24:58",2026-05-05,"2026-05-08 04:32:19","2026-05-09 07:48:41","2026-05-19 02:11:25",2999.13,2999.13,1392.90,1606.23,0.4644,4,1,0,0,70,97,13,"3. 3-7d","Freedom Unlimited",$5K-25K,0,active,CUS0001586,65+,"Consumer Banking",TX,Austin,9.8,0,0
FRD000005713,"Account Takeover",Unauthorized,0,"Online Banking","SIM swap","Customer Reported","Fraud Ops",Closed-Confirmed,"2024-05-05 08:50:03",2024-05-05,"2024-05-07 11:37:49","2024-05-07 19:14:22","2024-05-15 17:56:07",2986.11,2986.11,1435.46,1550.65,0.4807,5,1,1,0,50,58,10,"2. 24-72h","Auto Loan",$100K+,0,active,CUS0001412,65+,"Consumer Banking",FL,Orlando,4.1,1,1
FRD000002935,Card-Not-Present,Unauthorized,0,"Online Banking","card testing","Customer Reported","Card Services",Closed-Confirmed,"2025-04-04 10:44:29",2025-04-04,"2025-04-04 11:49:40","2025-04-04 21:34:58","2025-04-12 20:50:30",59.06,24.34,23.61,0.73,0.9700,1,1,0,0,1,10,8,"1. <24h","Business Savings",$1K-5K,1,active,CUS0001665,25-34,"Financial Banking",CA,"Los Angeles",9.3,1,0
FRD000004316,Phishing/Smishing,Unauthorized,1,"Online Banking","credential harvest","Customer Reported","Fraud Ops",Closed-Confirmed,"2025-05-23 02:24:35",2025-05-23,"2025-05-25 13:17:56","2025-05-26 05:36:56","2025-06-12 19:56:39",1362.86,1362.86,789.15,573.71,0.5790,3,1,1,1,58,75,20,"3. 3-7d","Premier Savings",<$1K,1,active,CUS0000955,25-34,"Consumer Banking",NY,Albany,13.3,1,0
FRD000008536,"Identity Theft/Synthetic",Unauthorized,0,"Online Banking","new account fraud","ML Model","Fraud Ops",Closed-Confirmed,"2024-11-25 16:23:10",2024-11-25,"2025-01-31 12:49:04","2025-02-03 10:44:16","2025-02-11 07:03:35",1497.91,1391.66,253.32,1138.34,0.1820,1,1,1,0,1604,1674,77,"4. 7d+","Auto Loan",$25K-100K,0,active,CUS0000365,35-44,"Consumer Banking",KS,Topeka,8.5,1,0
FRD000008794,"Identity Theft/Synthetic",Unauthorized,0,"Online Banking",bust-out,"Customer Reported","Fraud Ops",Open,"2025-04-07 20:24:04",2025-04-07,"2026-01-06 14:23:21","2026-01-06 21:45:18",NULL,4775.85,4775.85,950.19,3825.66,0.1990,3,1,0,1,6569,6577,NULL,"4. 7d+","Business Platinum",$1K-5K,0,active,CUS0000464,65+,"Financial Banking",MI,Detroit,0.5,1,0
FRD000004731,Phishing/Smishing,Unauthorized,1,"Online Banking","SMS link","ML Model","Fraud Ops",Closed-Confirmed,"2025-04-17 00:13:26",2025-04-17,"2025-04-19 20:12:49","2025-04-20 02:06:21","2025-06-10 03:25:25",1967.54,1967.54,1277.94,689.60,0.6495,2,1,1,0,67,73,54,"3. 3-7d","Auto Loan",$1K-5K,0,active,CUS0002837,35-44,"Consumer Banking",MI,"Grand Rapids",0.7,1,0
FRD000006061,"Zelle/P2P Scam",Authorized,1,"Online Banking","fake marketplace seller","Customer Reported",Claims,Closed-Confirmed,"2024-09-01 22:03:50",2024-09-01,"2024-09-02 03:09:17","2024-09-02 06:35:58","2024-09-02 23:16:22",1929.62,1929.62,214.34,1715.28,0.1111,3,0,0,0,5,8,1,"1. <24h","Total Checking",<$1K,1,active,CUS0002604,35-44,"Consumer Banking",TX,Houston,8.0,1,0
FRD000009186,"Identity Theft/Synthetic",Unauthorized,0,"Online Banking","synthetic identity","Customer Reported","Fraud Ops","Under Review","2024-04-23 23:10:01",2024-04-23,"2024-06-11 19:12:44","2024-06-13 18:01:48",NULL,14416.54,14416.54,2599.72,11816.82,0.1803,1,1,1,0,1172,1218,NULL,"4. 7d+","Financial Investment Account",$5K-25K,0,active,CUS0000759,45-54,"Private Client Banking",TX,Houston,0.7,1,0
FRD000006788,"Zelle/P2P Scam",Authorized,1,"Online Banking","rental deposit","Customer Reported",Claims,Closed-Confirmed,"2026-01-10 12:52:12",2026-01-10,"2026-01-10 15:28:15","2026-01-10 22:14:06","2026-01-21 16:51:03",170.26,170.26,16.34,153.92,0.0960,3,0,0,0,2,9,11,"1. <24h","Auto Loan",<$1K,0,active,CUS0000601,25-34,"Consumer Banking",NJ,Newark,35.0,0,0
FRD000006310,"Zelle/P2P Scam",Authorized,1,"Online Banking","ticket resale","Customer Reported",Claims,"Closed-No Fraud","2025-12-16 23:03:07",2025-12-16,"2025-12-17 04:16:09","2025-12-17 11:48:47","2025-12-21 13:44:43",995.60,0.00,0.00,0.00,NULL,1,0,0,0,5,12,4,"1. <24h","Private Client Checking",$1K-5K,1,active,CUS0000501,65+,"Private Client Banking",MA,Springfield,13.4,1,0
FRD000002384,Card-Not-Present,Unauthorized,0,"Online Banking","subscription abuse","Customer Reported","Card Services",Closed-Confirmed,"2026-01-12 00:14:31",2026-01-12,"2026-01-13 06:48:39","2026-01-13 13:48:18","2026-02-01 22:31:00",179.40,179.40,176.80,2.60,0.9855,1,0,0,0,30,37,20,"2. 24-72h","Financial Investment Account",$5K-25K,0,active,CUS0000296,55-64,"Private Client Banking",KS,Topeka,9.7,1,0
FRD000008350,"Business Email Compromise",Authorized,1,"Online Banking","CEO impersonation","ML Model","Wire Recall",Closed-Confirmed,"2026-04-27 01:42:45",2026-04-27,"2026-05-02 00:40:13","2026-05-02 17:30:15","2026-06-07 04:23:19",353586.69,353586.69,131359.48,222227.21,0.3715,1,0,0,1,118,135,41,"3. 3-7d","Auto Loan",$5K-25K,0,active,CUS0001089,55-64,"Consumer Banking",CA,"San Diego",7.7,0,0
FRD000004539,Phishing/Smishing,Unauthorized,1,"Online Banking","QR code","Customer Reported","Fraud Ops",Closed-Confirmed,"2026-06-06 10:06:02",2026-06-06,"2026-06-09 06:53:46","2026-06-10 18:32:03","2026-07-08 00:48:48",3791.15,2060.60,1290.16,770.44,0.6261,3,1,0,1,68,104,31,"3. 3-7d","Total Checking",$5K-25K,1,active,CUS0002038,65+,"Consumer Banking",CA,"Los Angeles",0.4,1,0
FRD000006234,"Zelle/P2P Scam",Authorized,1,"Online Banking","fake marketplace seller","Customer Reported",Claims,Closed-Confirmed,"2024-04-24 04:17:31",2024-04-24,"2024-04-24 18:34:15","2024-04-24 20:41:56","2024-05-01 19:44:16",791.26,348.06,47.84,300.22,0.1374,1,0,0,0,14,16,7,"1. <24h","Business Checking",$1K-5K,1,active,CUS0001002,65+,"Financial Banking",NJ,Trenton,6.9,1,0
FRD000004773,Phishing/Smishing,Unauthorized,1,"Online Banking","SMS link","Customer Reported","Fraud Ops",Closed-Confirmed,"2024-05-18 18:37:27",2024-05-18,"2024-05-23 00:30:38","2024-05-24 10:37:00","2024-06-24 03:07:17",2390.22,2390.22,1470.59,919.63,0.6153,1,1,1,1,101,135,36,"3. 3-7d","Sapphire Preferred",<$1K,0,active,CUS0001097,45-54,"Consumer Banking",PA,Philadelphia,10.3,1,0
